Set_database_ID	Set_Name	Set_Components	Set_Organism	Set_db_id
2822	BRCA1-BARD1-UbcH5c complex	ENSG00000138376,ENSG00000012048,ENSG00000109332	Human	2822
2823	BRCA1-BARD1-UbcH7c complex	ENSG00000138376,ENSG00000012048,ENSG00000185651	Human	2823
2824	BRCA1-RAD51 complex	ENSG00000012048,ENSG00000051180	Human	2824
2825	BRCA1-RNA polymerase II complex	ENSG00000012048,ENSG00000104884,ENSG00000163161,ENSG00000137947,ENSG00000153767,ENSG00000197265,ENSG00000125651,ENSG00000188342,ENSG00000110768,ENSG00000145736,ENSG00000111358,ENSG00000152944,ENSG00000181222,ENSG00000047315,ENSG00000102978,ENSG00000144231,ENSG00000099817,ENSG00000100142,ENSG00000168002,ENSG00000163882,ENSG00000105258,ENSG00000005075,ENSG00000147669,ENSG00000177700,ENSG00000112592	Human	2825
2826	ITGB3-ITGAV-VTN complex	ENSG00000056345,ENSG00000109072	Human	2826
2829	RSmad complex	ENSG00000049618,ENSG00000005339,ENSG00000124151,ENSG00000175387,ENSG00000166949,ENSG00000141646,ENSG00000127616,ENSG00000173473,ENSG00000139613,ENSG00000197323	Human	2829
2830	TIF1gamma-SMAD2-SMAD3 complex	ENSG00000175387,ENSG00000166949,ENSG00000197323	Human	2830
2833	SRm160-SRm300 complex	ENSG00000133226,ENSG00000167978	Human	2833
2834	SMAD4-SMAD2-SMAD3 complex	ENSG00000175387,ENSG00000166949,ENSG00000141646	Human	2834
2835	Profilin 2 complex	ENSG00000075624,ENSG00000068793,ENSG00000106976,ENSG00000109971,ENSG00000061676,ENSG00000070087,ENSG00000134318,ENSG00000008056,ENSG00000157152	Mouse	2835
2837	Profilin 1 complex	ENSG00000184009,ENSG00000141367,ENSG00000109971,ENSG00000108518,ENSG00000137285,ENSG00000165280	Human	2837
2838	AR coactivator complex	ENSG00000074201,ENSG00000100462,ENSG00000116455	Human	2838
2840	uKHC-KLC1-KLC2 kinesin complex	ENSG00000170759,ENSG00000126214,ENSG00000174996	Mouse	2840
2842	DAXX-Axin-p53-HIPK2 complex	ENSG00000103126,ENSG00000064393,ENSG00000141510	Human	2842
2843	ATRX-DAXX complex	ENSG00000085224	Human	2843
2845	BAX-BAK-IRE1alpha complex	ENSG00000030110,ENSG00000087088,ENSG00000178607	Mouse	2845
2846	ITGAV-ITGB3-THBS1 complex	ENSG00000056345,ENSG00000137801	Human	2846
2847	ING4 complex (ING4, MYST2, C1orf149, PHF15)	ENSG00000163875,ENSG00000111653,ENSG00000136504,ENSG00000043143	Human	2847
2848	ING4 complex (ING4, MYST2, C1orf149, PHF16)	ENSG00000163875,ENSG00000111653,ENSG00000136504,ENSG00000102221	Human	2848
2849	ITGAV-ITGB3-NOV complex	ENSG00000056345,ENSG00000136999	Human	2849
2850	ITGA5-ITGB1-FN-1-NOV complex	ENSG00000115414,ENSG00000161638,ENSG00000150093,ENSG00000136999	Human	2850
2851	ING2 complex	ENSG00000032219,ENSG00000174744,ENSG00000100916,ENSG00000116478,ENSG00000196591,ENSG00000168556,ENSG00000162521,ENSG00000102054,ENSG00000136715,ENSG00000164105,ENSG00000169375,ENSG00000111707	Human	2851
2853	ITGA5-ITGB1-CAL4A3 complex	ENSG00000182871,ENSG00000161638,ENSG00000150093	Human	2853
2858	HBO1 complex	ENSG00000163875,ENSG00000111653,ENSG00000168395,ENSG00000136504,ENSG00000043143,ENSG00000102221,ENSG00000077684	Human	2858
2859	ING5 complex	ENSG00000100425,ENSG00000156983,ENSG00000096070,ENSG00000163875,ENSG00000168395,ENSG00000136504,ENSG00000083168,ENSG00000156650,ENSG00000043143,ENSG00000102221,ENSG00000077684	Human	2859
2860	DSIF complex (DRB sensitivity-inducing factor complex)	ENSG00000213246,ENSG00000196235	Human	2860
2863	Serine-palmitoyltransferase (SPT) complex	ENSG00000090054,ENSG00000100596,ENSG00000172296	Human	2863
2866	TEAD2-YAP DNA-protein complex	ENSG00000074219,ENSG00000137693	Mouse	2866
2867	TEAD1-YAP DNA-protein complex	ENSG00000187079,ENSG00000137693	Mouse	2867
2868	TEAD3-YAP DNA-protein complex	ENSG00000007866,ENSG00000137693	Mouse	2868
2869	TEAD4-YAP DNA-protein complex	ENSG00000197905,ENSG00000137693	Mouse	2869
2870	TEAD2-multiprotein complex	ENSG00000107186,ENSG00000074219,ENSG00000137693,ENSG00000134308	Mouse	2870
2872	ITGA2b-ITGB3-CD9-GP1b-CD47 complex	ENSG00000196776,ENSG00000010278,ENSG00000005961,ENSG00000056345,ENSG00000185245	Human	2872
2876	SNARE complex (Snap25, Vamp3, Vamp2, Napa, Stx12/13)	ENSG00000105402,ENSG00000132639,ENSG00000117758,ENSG00000220205,ENSG00000049245	Rat	2876
2877	BRD4-P-TEFb complex	ENSG00000141867,ENSG00000129315,ENSG00000136807	Human	2877
2878	P-TEFb-7SKRNA-HEXIM1 complex	ENSG00000129315,ENSG00000136807,ENSG00000186834	Human	2878
2880	SCF subcomplex (WEE1, SKP2, BTRC)	ENSG00000166167,ENSG00000145604,ENSG00000166483	Human	2880
2881	Ubiquitin E3 ligase (CUL1, RBX1, SKP1A)	ENSG00000055130,ENSG00000100387,ENSG00000113558	Human	2881
2882	ITGA5-ITGB3-COL6A3 complex	ENSG00000163359,ENSG00000161638,ENSG00000056345	Human	2882
2883	Nephrin-cadherin complex (Nphs1, Ctnnd1, Cdh3, Cd2ap)	ENSG00000198087,ENSG00000062038,ENSG00000161270	Rat	2883
2884	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial	ENSG00000184983,ENSG00000139180,ENSG00000137806,ENSG00000165264,ENSG00000213619,ENSG00000115286	Human	2884
2885	ITGAV-ITGB1-SPP1 complex	ENSG00000150093,ENSG00000118785	Human	2885
2886	Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial	ENSG00000137806	Human	2886
2887	Shc-Egfr complex, EGF stimulated	ENSG00000146648,ENSG00000160691	Rat	2887
2888	Grb2-Egfr complex, EGF stimulated	ENSG00000146648,ENSG00000177885	Rat	2888
2892	BCR-ABL (p185 fusion protein)-GRB2 complex	ENSG00000177885	Human	2892
2893	BCR-ABL (p210 fusion protein)-GRB2-SOS1 complex	ENSG00000177885,ENSG00000115904	Human	2893
2895	SHC-GRB2 complex	ENSG00000177885,ENSG00000160691	Human	2895
2896	ITGA2b-ITGB3-CD47-FAK complex	ENSG00000196776,ENSG00000005961,ENSG00000056345,ENSG00000169398	Human	2896
2897	RBPJ-NotchIC-Mastermind complex	ENSG00000161021,ENSG00000148400,ENSG00000168214	Human	2897
2899	PLC-gamma-1-Lab-Blnk complex, BCR stimulated	ENSG00000095585,ENSG00000086730,ENSG00000124181	Mouse	2899
2900	PLC-gamma-2-Lab-Blnk complex, BCR stimulated	ENSG00000095585,ENSG00000086730,ENSG00000197943	Mouse	2900
2902	Grb2-Lab-Blnk complex, BCR stimulated	ENSG00000095585,ENSG00000177885,ENSG00000086730	Mouse	2902
2907	RBP-Jkappa-Notch1 complex	ENSG00000148400,ENSG00000168214	Human	2907
2908	RBP-Jkappa-SHARP complex	ENSG00000168214,ENSG00000065526	Human	2908
2909	PLC-gamma-2-Syk-LAT-FcR-gamma complex	ENSG00000150337,ENSG00000213658,ENSG00000197943,ENSG00000165025	Human	2909
2910	PLC-gamma-2-Lyn-FcR-gamma complex	ENSG00000150337,ENSG00000147507,ENSG00000197943	Human	2910
2911	SMRT-SKIP-CBF1 complex	ENSG00000196498,ENSG00000168214	Human	2911
2912	PLC-gamma-2-SLP-76 complex	ENSG00000043462,ENSG00000197943	Human	2912
2913	PLC-gamma-2-LAT complex	ENSG00000213658,ENSG00000197943	Human	2913
2915	CASK-Caskin1 complex	ENSG00000147044,ENSG00000167971	Rat	2915
2916	CASK-Caskin1-Velis complex	ENSG00000147044,ENSG00000167971,ENSG00000111052,ENSG00000104863,ENSG00000148943	Rat	2916
2918	Ku antigen-YY1-alphaMyHC promoter complex	ENSG00000079246,ENSG00000196419,ENSG00000100811	Human	2918
2921	SHARP-CtBP complex	ENSG00000159692,ENSG00000175029,ENSG00000065526	Human	2921
2922	LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated	ENSG00000177885,ENSG00000213658,ENSG00000145675,ENSG00000124181,ENSG00000115904	Human	2922
2923	SHARP-CtBP1-CtIP complex	ENSG00000159692,ENSG00000101773,ENSG00000065526	Human	2923
2930	SHARP-CtIP-RBP-Jkappa complex	ENSG00000101773,ENSG00000168214,ENSG00000065526	Human	2930
2931	SHARP-CtBP1-CtIP-RBP-Jkappa corepressor complex	ENSG00000159692,ENSG00000101773,ENSG00000168214,ENSG00000065526	Human	2931
2932	PTF1-L complex (Ptf1a, Tcf12, Rbpjl)	ENSG00000168267,ENSG00000140262	Rat	2932
2933	PTF1-L complex (Ptf1a, Tcf4, Rbpjl)	ENSG00000168267,ENSG00000196628	Rat	2933
2934	PTF1-L complex (Ptf1a, Tcf3, Rbpjl)	ENSG00000168267,ENSG00000071564	Rat	2934
2936	Ecsit complex (ECSIT, MT-CO2, GAPDH, TRAF6, NDUFAF1)	ENSG00000130159,ENSG00000111640,ENSG00000137806,ENSG00000175104	Human	2936
2937	PTF1-bHLH complex	ENSG00000168267,ENSG00000140262	Human	2937
2938	Ecsit complex (ECSIT, NDUFS3, TOM20)	ENSG00000130159,ENSG00000213619,ENSG00000173726	Human	2938
2939	Ecsit complex (ECSIT, MT-CO2, NDUFA1, MT-ND1, TRAF6, NDUFAF1)	ENSG00000130159,ENSG00000125356,ENSG00000137806,ENSG00000175104	Human	2939
2940	Acinar cell-specific C complex	ENSG00000134138,ENSG00000185630,ENSG00000139515	Mouse	2940
2942	Ecsit complex (ECSIT, NDUFS3, NDUFAF1)	ENSG00000130159,ENSG00000137806,ENSG00000213619	Human	2942
2943	Respiratory chain complex I (incomplete NDUFAF1 assembly), mitochondrial	ENSG00000137806	Human	2943
2944	Notch1-p56lck-PI3K complex	ENSG00000182866,ENSG00000148400,ENSG00000145675	Human	2944
2945	RBP-Jkappa-RING1-KyoT2 complex	ENSG00000022267,ENSG00000168214	Human	2945
2946	YY1-Notch1-RBP-Jkappa complex	ENSG00000148400,ENSG00000168214,ENSG00000100811	Human	2946
2947	YY1-Notch1 complex	ENSG00000148400,ENSG00000100811	Human	2947
2954	Smad1-Notch1-p300-Pcaf complex	ENSG00000148400,ENSG00000170365	Mouse	2954
2955	LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated	ENSG00000213658,ENSG00000182866,ENSG00000043462,ENSG00000124181	Human	2955
2956	PLC-gamma-1-LAT-c-CBL complex, OKT3 stimulated	ENSG00000110395,ENSG00000213658,ENSG00000124181	Human	2956
2957	LAT-GRB2 complex, Fyn-mLck(KA) or Syk kinase activated	ENSG00000177885,ENSG00000213658	Human	2957
2958	SMAD1-CBP complex	ENSG00000005339,ENSG00000170365	Human	2958
2960	SLP-76-PLC-gamma-1-ITK complex, alpha-TCR stimulated	ENSG00000113263,ENSG00000043462,ENSG00000124181	Human	2960
2961	SLP-76-PLC-gamma-1-VAV complex, alpha-TCR stimulated	ENSG00000043462,ENSG00000124181,ENSG00000141968	Human	2961
2962	CRK-BCAR1-DOCK1 complex	ENSG00000050820,ENSG00000167193,ENSG00000150760	Human	2962
2963	ITK-SLP-76 complex, anti-TCR stimulated	ENSG00000113263,ENSG00000043462	Human	2963
2966	NuMA-LGN-G-alpha-i-1 complex	ENSG00000127955,ENSG00000121957,ENSG00000137497	Human	2966
2967	Itga9-Itgb1-Thbs1 complex	ENSG00000144668,ENSG00000150093,ENSG00000137801	Mouse	2967
2968	Axin-SMAD3 complex	ENSG00000103126,ENSG00000166949	Human	2968
2969	mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR)	ENSG00000198793,ENSG00000167965,ENSG00000164327	Human	2969
2971	ITGA9-ITGB1-VEGFC complex	ENSG00000144668,ENSG00000150093,ENSG00000150630	Human	2971
2972	ITGA9-ITGB1-VEGFA complex	ENSG00000144668,ENSG00000150093,ENSG00000112715	Human	2972
2973	Ccd1-Dvl2-Rac complex	ENSG00000150764,ENSG00000004975,ENSG00000136238	Mouse	2973
2975	SMAD3-E2F4/5-p107-DP1 complex	ENSG00000205250,ENSG00000133740,ENSG00000080839,ENSG00000166949,ENSG00000198176	Human	2975
2977	Ccd1-Axin complex	ENSG00000103126,ENSG00000150764	Mouse	2977
2978	Mekk1-Axin complex	ENSG00000103126,ENSG00000095015	Mouse	2978
2979	Axin-Mekk4 complex	ENSG00000103126,ENSG00000085511	Mouse	2979
2980	Ccd1-Mekk4 complex	ENSG00000150764,ENSG00000085511	Mouse	2980
2987	FKBP12-FK506 complex	ENSG00000198793	Mouse	2987
2989	ITGA9-ITGB1-ADAM8 complex	ENSG00000151651,ENSG00000144668,ENSG00000150093	Human	2989
2991	mTOR-signaling complex (mTOR/FRAP1, RAPTOR)	ENSG00000198793,ENSG00000141564	Human	2991
2992	SMAD7-SMURF2 complex	ENSG00000101665,ENSG00000108854	Human	2992
2998	Axin-PP2A A-PP2A C-GSK3-beta-beta-catenin complex	ENSG00000103126,ENSG00000168036,ENSG00000082701,ENSG00000066027	Human	2998
3004	APC-Axin-1-beta-catenin complex	ENSG00000134982,ENSG00000103126,ENSG00000168036	Human	3004
3005	TGF-beta-receptor type I homodimer complex	ENSG00000106799	Rat	3005
3008	60S APC containing complex	ENSG00000134982,ENSG00000140575,ENSG00000167552,ENSG00000123416,ENSG00000167553,ENSG00000131462,ENSG00000037042	Human	3008
3013	EB1-APC-mDia1 complex	ENSG00000134982,ENSG00000131504,ENSG00000101367	Mouse	3013
3014	Cohesin complex, incomplete (Stag3, Scp1, Ss181)	ENSG00000184402,ENSG00000066923,ENSG00000198765	Mouse	3014
3015	p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex	ENSG00000105173,ENSG00000123374,ENSG00000111276,ENSG00000055130,ENSG00000100387,ENSG00000113558,ENSG00000145604	Human	3015
3016	Cohesin complex, incomplete (Stag3, Sycp3)	ENSG00000066923	Mouse	3016
3018	Cohesin complex, incomplete (Sycp2, Crest/Ss18I1)	ENSG00000184402,ENSG00000196074	Mouse	3018
3019	Cohesin complex, incomplete (Smc4, Crest/Ss18I1)	ENSG00000113810,ENSG00000184402	Mouse	3019
3021	Cohesin complex, incomplete (Smc1b, Crest/Ss18I1)	ENSG00000077935,ENSG00000184402	Mouse	3021
3022	Cohesin complex, incomplete (Sycp1, Crest/Ss18I1, Rec8)	ENSG00000100918,ENSG00000184402,ENSG00000198765	Mouse	3022
3023	Cohesin complex, incomplete (Smc1b, Sycp1, Crest/Ss18I1)	ENSG00000077935,ENSG00000184402,ENSG00000198765	Mouse	3023
3024	Cohesin complex, incomplete (Smc3, Sycp1, Crest/Ss18I1)	ENSG00000108055,ENSG00000184402,ENSG00000198765	Mouse	3024
3025	TGF-beta receptor II-TGF-beta3 complex	ENSG00000119699,ENSG00000163513	Human	3025
3027	TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex	ENSG00000105329,ENSG00000106799,ENSG00000163513	Human	3027
3028	TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex	ENSG00000119699,ENSG00000106799,ENSG00000163513	Human	3028
3029	Drosha complex	ENSG00000100201,ENSG00000108654,ENSG00000128191,ENSG00000109606,ENSG00000169045,ENSG00000099783,ENSG00000113360,ENSG00000120948	Mouse	3029
3032	RNA-induced silencing complex, RISC	ENSG00000100697,ENSG00000123908,ENSG00000096384,ENSG00000139546	Human	3032
3033	PAC3-PAC4 complex	ENSG00000157778,ENSG00000180822	Human	3033
3034	PAC1-PAC2 complex	ENSG00000183527,ENSG00000128789	Human	3034
3035	LAT2-ITGB1 complex	ENSG00000150093,ENSG00000092068	Human	3035
3036	Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)	ENSG00000055130,ENSG00000100387,ENSG00000113558,ENSG00000145604	Human	3036
3037	Ubiquitin E3 ligase (Fbxl20, Skp1, Cul1)	ENSG00000055130,ENSG00000108306,ENSG00000113558	Mouse	3037
3038	SMAD2-SMAD4-FAST1 complex	ENSG00000160973,ENSG00000175387,ENSG00000141646	Human	3038
3039	SMAD2-FAST1 complex	ENSG00000160973,ENSG00000175387	Human	3039
3040	Multisynthetase complex	ENSG00000115866,ENSG00000124802,ENSG00000136628,ENSG00000196305,ENSG00000106305,ENSG00000065427,ENSG00000133706,ENSG00000166986,ENSG00000172053,ENSG00000113643,ENSG00000164022	Human	3040
3041	TGF-beta-receptor type II homodimer complex	ENSG00000163513	Human	3041
3043	BMP2-BRIA complex	ENSG00000125845,ENSG00000125378,ENSG00000107779	Human	3043
3044	SKI-NCOR1-SIN3A-HDAC1 complex	ENSG00000116478,ENSG00000141027,ENSG00000169375,ENSG00000157933	Human	3044
3045	hs4 enhancer complex (faster migrating complex)	ENSG00000109320,ENSG00000143190,ENSG00000028277,ENSG00000173039,ENSG00000100811	Human	3045
3046	hs4 enhancer complex (slow migrating complex)	ENSG00000104856,ENSG00000100811	Human	3046
3047	Parvulin-associated pre-rRNP complex	ENSG00000170727,ENSG00000197498,ENSG00000115816,ENSG00000088205,ENSG00000165732,ENSG00000089737,ENSG00000124228,ENSG00000108654,ENSG00000136271,ENSG00000117395,ENSG00000105202,ENSG00000115414,ENSG00000108592,ENSG00000134697,ENSG00000107937,ENSG00000155438,ENSG00000053372,ENSG00000132382,ENSG00000115053,ENSG00000111641,ENSG00000055044,ENSG00000101361,ENSG00000100029,ENSG00000167526,ENSG00000188846,ENSG00000063177,ENSG00000037241,ENSG00000100316,ENSG00000174444,ENSG00000122406,ENSG00000089009,ENSG00000147604,ENSG00000161016,ENSG00000149273,ENSG00000137154,ENSG00000160214,ENSG00000179041,ENSG00000138442	Mouse	3047
3049	Mad-Max-mSin3a complex	ENSG00000125952,ENSG00000059728,ENSG00000169375	Mouse	3049
3050	Mad-Max-mSin3B complex	ENSG00000125952,ENSG00000059728,ENSG00000127511	Mouse	3050
3051	MAD-MAX complex	ENSG00000125952,ENSG00000059728	Human	3051
3052	MYC-MAX complex	ENSG00000125952,ENSG00000136997	Human	3052
3054	MAD1-mSin3A-HDAC2 complex	ENSG00000196591,ENSG00000059728,ENSG00000169375	Human	3054
3055	Nop56p-associated pre-rRNA complex	ENSG00000107796,ENSG00000163017,ENSG00000113460,ENSG00000165732,ENSG00000135829,ENSG00000117395,ENSG00000156508,ENSG00000167658,ENSG00000105202,ENSG00000163938,ENSG00000184897,ENSG00000124575,ENSG00000196374,ENSG00000135486,ENSG00000099783,ENSG00000153187,ENSG00000159217,ENSG00000143621,ENSG00000129351,ENSG00000146963,ENSG00000145220,ENSG00000132382,ENSG00000187109,ENSG00000115053,ENSG00000100138,ENSG00000055044,ENSG00000101361,ENSG00000166197,ENSG00000181163,ENSG00000136045,ENSG00000106344,ENSG00000147403,ENSG00000142676,ENSG00000197958,ENSG00000167526,ENSG00000142541,ENSG00000188846,ENSG00000174748,ENSG00000063177,ENSG00000108298,ENSG00000116251,ENSG00000125691,ENSG00000198242,ENSG00000114391,ENSG00000131469,ENSG00000166441,ENSG00000108107,ENSG00000162244,ENSG00000100316,ENSG00000156482,ENSG00000071082,ENSG00000144713,ENSG00000136942,ENSG00000182899,ENSG00000130255,ENSG00000198918,ENSG00000174444,ENSG00000122406,ENSG00000089009,ENSG00000147604,ENSG00000161016,ENSG00000163682,ENSG00000089157,ENSG00000137818,ENSG00000177600,ENSG00000142534,ENSG00000112306,ENSG00000110700,ENSG00000115268,ENSG00000134419,ENSG00000105193,ENSG00000140988,ENSG00000186468,ENSG00000138326,ENSG00000137154,ENSG00000171863,ENSG00000171490,ENSG00000136021,ENSG00000005022,ENSG00000140319,ENSG00000096063,ENSG00000070814,ENSG00000198900,ENSG00000167552,ENSG00000101162,ENSG00000178952,ENSG00000160201,ENSG00000063244,ENSG00000065978	Human	3055
3056	Microprocessor complex	ENSG00000128191,ENSG00000113360	Human	3056
3057	ITGA10-ITGB1 complex	ENSG00000143127,ENSG00000150093	Human	3057
3058	ITGA11-ITGB1 complex	ENSG00000137809,ENSG00000150093	Human	3058
3059	ITGA11-ITGB1-COL1A1 complex	ENSG00000108821,ENSG00000137809,ENSG00000150093	Human	3059
3064	RNA polymerase II complex, chromatin structure modifying	ENSG00000112237,ENSG00000132964,ENSG00000175550,ENSG00000137947,ENSG00000153767,ENSG00000125651,ENSG00000110768,ENSG00000152944,ENSG00000115257,ENSG00000181222,ENSG00000099956,ENSG00000173473,ENSG00000139613,ENSG00000112592,ENSG00000080503,ENSG00000127616,ENSG00000066117,ENSG00000108604,ENSG00000082014	Human	3064
3065	RNA polymerase II complex, chromatin structure modifying	ENSG00000136518,ENSG00000112237,ENSG00000132964,ENSG00000152944,ENSG00000099956,ENSG00000173473,ENSG00000139613,ENSG00000073584,ENSG00000066117,ENSG00000108604,ENSG00000082014	Human	3065
3066	RNA polymerase II complex, chromatin structure modifying	ENSG00000112237,ENSG00000132964,ENSG00000005339,ENSG00000163161,ENSG00000137947,ENSG00000125651,ENSG00000111358,ENSG00000152944,ENSG00000114166,ENSG00000181222,ENSG00000080503,ENSG00000127616,ENSG00000099956	Human	3066
3067	RNA polymerase II complex, incomplete (CDK8 complex), chromatin structure modifying	ENSG00000112237,ENSG00000134480,ENSG00000132964,ENSG00000125651,ENSG00000152944,ENSG00000099956,ENSG00000173473,ENSG00000139613	Human	3067
3068	Fertilin complex (Adam1a, Adam2)	ENSG00000104755	Mouse	3068
3069	Rich1-Amot-Par-3 polarity complex	ENSG00000140750,ENSG00000148498	Rat	3069
3070	CTF18-cohesion-RFC-POLH complex	ENSG00000127586,ENSG00000168802,ENSG00000136982,ENSG00000170734,ENSG00000049541,ENSG00000133119,ENSG00000163918,ENSG00000111445	Human	3070
3071	CTLH complex	ENSG00000114098,ENSG00000090316,ENSG00000128585,ENSG00000010017,ENSG00000153561	Human	3071
3075	UTX-MLL2/3 complex	ENSG00000129691,ENSG00000120685,ENSG00000167548,ENSG00000055609,ENSG00000078177,ENSG00000198646,ENSG00000157212,ENSG00000117222,ENSG00000110075,ENSG00000147050,ENSG00000196363,ENSG00000162702	Human	3075
3076	Srf-Elk1 complex	ENSG00000126767	Rat	3076
3077	Srf-Myocd complex	ENSG00000141052	Rat	3077
3078	DGCR8-NCL complex	ENSG00000128191,ENSG00000115053	Human	3078
3079	DGCR8-ILF3 complex	ENSG00000128191,ENSG00000129351	Human	3079
3080	ILF3-XPO5 complex	ENSG00000129351,ENSG00000124571	Human	3080
3082	DGCR8 multiprotein complex	ENSG00000100201,ENSG00000108654,ENSG00000128191,ENSG00000135829,ENSG00000089280,ENSG00000169045,ENSG00000125944,ENSG00000153187,ENSG00000044574,ENSG00000129351,ENSG00000115053	Human	3082
3083	Nucleic and chromatin Fanconi complex	ENSG00000187741,ENSG00000158169,ENSG00000112039,ENSG00000183161,ENSG00000221829	Human	3083
3084	CCND1-CDK4 complex	ENSG00000110092,ENSG00000135446	Human	3084
3085	CCND2-CDK4 complex	ENSG00000118971,ENSG00000135446	Human	3085
3086	CCND3-CDK4 complex	ENSG00000112576,ENSG00000135446	Human	3086
3087	CCND1-CDK6 complex	ENSG00000110092,ENSG00000105810	Human	3087
3088	CCND2-CDK6 complex	ENSG00000118971,ENSG00000105810	Human	3088
3089	CCND3-CDK6 complex	ENSG00000112576,ENSG00000105810	Human	3089
3090	Kv4.2-Kchip4 channel complex	ENSG00000184408,ENSG00000185774	Rat	3090
3091	Kv4.3-Kchip1 channel complex	ENSG00000171385,ENSG00000182132	Rat	3091
3092	APP-TOMM40 complex	ENSG00000142192,ENSG00000130204	Human	3092
3093	APP-TIMM23 complex	ENSG00000142192,ENSG00000138297	Human	3093
3094	Metaxin complex	ENSG00000173171,ENSG00000128654	Mouse	3094
3095	Itgav-Itgb3-Tgm2 complex	ENSG00000198959	Rat	3095
3096	ITGA6-ITGB4-SHC1-GRB2 complex	ENSG00000177885,ENSG00000091409,ENSG00000132470,ENSG00000160691	Human	3096
3097	TIMM17-TIMM23 complex	ENSG00000134375,ENSG00000138297	Human	3097
3098	TIM50a-SMN1 complex	ENSG00000105197	Human	3098
3099	TIM50a-coilin complex	ENSG00000121058,ENSG00000105197	Human	3099
3100	Yy1-Ppargc1a complex	ENSG00000109819,ENSG00000100811	Mouse	3100
3101	Yy1-Ppargc1a-Frap1 complex	ENSG00000198793,ENSG00000109819,ENSG00000100811	Mouse	3101
3102	DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex	ENSG00000160710,ENSG00000135829,ENSG00000115677,ENSG00000121031,ENSG00000079246,ENSG00000196419	Human	3102
3103	ITGAV-ITGB3-SLC3A2 complex	ENSG00000056345,ENSG00000168003	Human	3103
3104	ITGB1-NRP1 complex	ENSG00000150093,ENSG00000099250	Human	3104
3105	Itga7-Itgb11-Lama2 complex	ENSG00000135424,ENSG00000150093	Rat	3105
3106	Itga7-Itgb11-Ptk2 complex	ENSG00000135424,ENSG00000150093,ENSG00000169398	Rat	3106
3110	ITGAV-P2RY2-GNA12 complex	ENSG00000146535,ENSG00000175591	Human	3110
3111	ITGA9-ITGB1-SPP1 complex	ENSG00000144668,ENSG00000150093,ENSG00000118785	Human	3111
3112	ITGA5-ITGB1-SPP1 complex	ENSG00000161638,ENSG00000150093,ENSG00000118785	Human	3112
3114	Itgax-Itgb2-Icam4 complex	ENSG00000105371,ENSG00000140678	Mouse	3114
3115	ITGA2B-ITGB3-ICAM4 complex	ENSG00000105371,ENSG00000005961,ENSG00000056345	Human	3115
3117	ITGB5-ITGAV-VTN complex	ENSG00000082781,ENSG00000109072	Human	3117
3118	SMN1-SIP1-SNRP complex	ENSG00000092208,ENSG00000167088,ENSG00000125743,ENSG00000100028,ENSG00000182004	Human	3118
